ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
ALG,EMR,2022-06-03,0.51,2.612,0.675,-9.127,4.56,3.786,0.324,1.273,0.059,0.045,-0.032,-0.001,-0.031,0.022,0.061,-0.018,-0.02,0.012,0.038,1.699,0.053,1.343,0.083,0.596,2017-06-19,capital_goods
ALG,GFF,2022-06-03,1.0,4.993,0.15,2.272,4.56,3.786,0.894,1.646,0.016,-0.051,-0.041,-0.028,-0.022,0.006,0.014,0.016,0.053,0.015,0.067,3.615,0.075,3.453,0.041,4.142,2017-06-19,capital_goods
ALG,MGRC,2022-06-03,0.549,2.759,0.387,18.921,4.56,3.786,0.871,1.142,0.013,-0.008,0.003,-0.045,0.008,-0.004,0.005,0.03,0.008,0.004,0.038,1.974,0.027,2.205,0.016,2.424,2017-06-19,capital_goods
ALG,MTOR,2022-06-03,0.902,2.932,0.133,7.909,4.56,3.786,0.847,1.736,-0.067,0.02,0.067,-0.005,0.001,0.003,-0.003,-0.031,-0.001,0.031,-0.018,3.155,0.025,2.625,0.015,2.744,2017-06-19,capital_goods
ALG,OC,2022-06-03,0.529,3.181,0.755,-22.843,4.56,3.786,0.006,1.973,0.022,0.049,0.007,-0.005,-0.021,-0.003,-0.012,0.004,-0.033,-0.009,0.073,1.575,0.08,1.423,0.108,0.802,2017-06-19,capital_goods
ALG,PH,2022-06-03,0.569,2.69,2.628,-99.618,4.56,3.786,0.034,0.471,0.001,-0.031,-0.029,0.033,0.009,-0.016,-0.054,0.014,-0.037,-0.006,0.028,1.939,0.027,1.983,0.056,1.206,2017-06-19,capital_goods
ALG,TRTN,2022-06-03,0.804,3.31,0.495,-20.455,4.56,3.786,0.167,2.722,-0.005,-0.003,0.015,0.006,0.007,-0.0,0.0,-0.031,-0.024,0.02,0.081,2.007,0.056,2.411,0.074,2.116,2017-06-19,capital_goods
AME,GFF,2022-06-03,1.0,3.981,0.157,4.035,4.56,3.786,0.464,0.775,-0.032,-0.002,-0.007,0.003,-0.021,0.0,0.012,-0.002,0.024,-0.006,0.052,2.824,0.046,2.958,0.002,3.946,2017-06-19,capital_goods
AME,HUBB,2022-06-03,0.725,2.899,1.429,-1.688,4.56,3.786,0.013,0.46,-0.043,-0.041,-0.003,0.011,0.019,-0.005,0.003,-0.022,0.006,0.049,-0.011,3.472,-0.045,5.267,-0.053,5.692,2017-06-19,capital_goods
AME,SWK,2022-06-03,0.529,-3.305,1.078,40.869,4.56,3.786,0.323,-2.646,-0.062,0.066,0.096,0.027,-0.013,0.02,0.016,-0.011,0.035,0.007,0.029,-2.895,-0.098,-4.671,-0.097,-4.657,2017-06-19,capital_goods
AME,TRTN,2022-06-03,0.608,2.931,0.569,-20.606,4.56,3.786,0.033,1.491,0.013,-0.058,-0.063,-0.039,-0.003,-0.013,-0.005,0.047,0.022,-0.047,0.054,1.531,0.019,2.444,0.018,2.475,2017-06-19,capital_goods
AMRC,GFF,2022-06-03,0.922,3.168,0.131,15.935,4.56,3.786,0.468,0.702,-0.023,-0.025,-0.023,0.001,-0.087,0.022,0.044,0.056,0.008,-0.049,0.048,2.478,0.072,2.128,0.036,2.643,2017-06-19,capital_goods
AMRC,PWR,2022-06-03,0.843,2.737,1.323,15.465,4.56,3.786,0.535,1.174,-0.048,-0.03,-0.001,-0.046,0.035,-0.018,-0.014,0.057,-0.03,-0.012,-0.101,4.383,0.027,2.302,-0.023,3.115,2017-06-19,capital_goods
AMRC,SWK,2022-06-03,0.784,-2.621,0.789,127.178,4.56,3.786,0.316,-1.578,0.073,0.001,-0.031,-0.001,-0.027,0.022,0.037,-0.042,-0.016,0.019,0.066,-2.155,-0.166,-3.8,-0.203,-4.063,2017-06-19,capital_goods
AOS,BECN,2022-06-03,0.765,2.853,0.899,-8.658,4.56,3.786,0.582,1.542,0.033,-0.005,-0.019,0.001,0.002,0.013,0.031,-0.036,0.019,0.014,0.062,1.646,0.016,2.541,0.049,1.899,2017-06-19,capital_goods
AOS,CNR,2022-06-03,0.529,3.049,0.371,-9.13,4.56,3.786,0.488,2.648,0.01,-0.009,-0.058,-0.028,0.001,-0.028,-0.011,0.004,-0.024,-0.014,-0.022,3.335,0.003,3.005,-0.036,3.51,2017-06-19,capital_goods
AOS,FIX,2022-06-03,0.745,3.159,1.499,-22.193,4.56,3.786,0.067,1.459,-0.018,-0.023,-0.012,-0.004,-0.025,0.006,0.008,-0.048,0.043,0.013,0.011,2.879,-0.051,4.461,-0.087,5.367,2017-06-19,capital_goods
AOS,GFF,2022-06-03,0.549,4.002,0.256,7.094,4.56,3.786,0.218,0.985,0.027,0.047,0.029,0.038,-0.065,0.026,0.07,-0.019,0.032,0.062,0.074,2.572,0.044,3.152,-0.006,4.123,2017-06-19,capital_goods
AOS,LECO,2022-06-03,0.725,2.564,1.745,8.774,4.56,3.786,0.056,0.915,0.024,-0.007,-0.043,0.045,-0.005,0.02,0.01,-0.009,0.018,0.035,0.041,1.438,-0.013,2.913,-0.025,3.246,2017-06-19,capital_goods
AOS,MLI,2022-06-03,0.725,3.041,0.812,-8.27,4.56,3.786,0.012,1.833,0.013,0.003,0.02,-0.003,-0.008,0.004,0.006,-0.015,0.008,0.034,0.017,2.681,-0.099,5.158,-0.096,5.11,2017-06-19,capital_goods
AOS,PWR,2022-06-03,0.529,3.23,2.316,-58.394,4.56,3.786,0.007,2.114,0.016,0.016,0.012,0.0,0.015,-0.005,-0.022,0.019,-0.066,-0.035,-0.014,3.498,-0.01,3.414,-0.08,4.703,2017-06-19,capital_goods
AOS,RUSHB,2022-06-03,0.667,3.05,0.763,-7.386,4.56,3.786,0.049,0.809,0.021,0.031,0.038,0.032,-0.011,0.012,0.0,0.026,0.089,0.044,-0.03,3.781,-0.028,3.733,-0.028,3.739,2017-06-19,capital_goods
AOS,TRTN,2022-06-03,0.686,2.835,0.923,-9.105,4.56,3.786,0.047,1.727,-0.051,0.001,0.038,-0.029,-0.007,0.018,0.016,-0.038,0.033,0.008,0.086,1.161,0.013,2.59,0.008,2.67,2017-06-19,capital_goods
AOS,VMI,2022-06-03,0.549,2.668,3.967,-43.199,4.56,3.786,0.059,1.633,0.022,0.083,0.045,0.019,-0.023,0.089,-0.009,0.024,0.069,0.006,0.054,1.53,-0.015,2.981,-0.053,3.784,2017-06-19,capital_goods
AOS,WCC,2022-06-03,0.529,3.398,2.606,-69.14,4.56,3.786,0.003,1.889,-0.061,0.05,0.059,0.075,-0.011,0.04,-0.017,0.001,0.016,0.038,0.101,1.367,0.034,2.715,-0.015,3.698,2017-06-19,capital_goods
AWI,NOC,2022-06-03,0.549,3.437,1.488,212.255,4.56,3.786,0.663,2.651,-0.009,-0.036,-0.028,0.003,-0.031,-0.01,0.019,-0.026,-0.01,0.032,-0.026,3.822,0.008,3.309,-0.003,3.486,2017-06-19,capital_goods
AXON,CAT,2022-06-03,0.588,2.739,0.833,71.152,4.56,3.786,0.12,1.206,-0.102,-0.001,0.049,-0.005,-0.026,-0.001,0.02,0.046,0.036,-0.013,0.139,0.92,0.159,0.652,0.166,0.562,2017-06-19,capital_goods
AXON,GFF,2022-06-03,0.922,4.018,0.067,13.834,4.56,3.786,0.423,1.348,-0.012,-0.046,-0.032,-0.05,0.011,0.002,0.007,0.014,-0.004,-0.025,0.093,2.769,0.072,3.06,0.042,3.459,2017-06-19,capital_goods
AXON,GIC,2022-06-03,0.588,2.505,0.202,5.363,4.56,3.786,0.119,0.342,0.012,0.008,0.021,0.016,-0.007,-0.001,-0.01,0.011,0.005,-0.025,0.001,2.496,0.113,0.788,0.155,0.148,2017-06-19,capital_goods
AXON,GWW,2022-06-03,0.804,2.576,1.476,203.559,4.56,3.786,0.815,1.79,-0.007,0.025,-0.034,-0.005,0.023,-0.017,-0.052,-0.002,-0.077,-0.001,0.02,2.341,-0.042,3.076,-0.065,3.352,2017-06-19,capital_goods
AXON,HUBB,2022-06-03,0.725,2.593,0.623,85.732,4.56,3.786,0.466,1.099,0.027,-0.028,-0.01,-0.049,0.316,-0.09,-0.191,0.036,-0.094,-0.076,0.018,2.31,-0.048,3.328,-0.019,2.892,2017-06-19,capital_goods
AXON,LECO,2022-06-03,0.824,3.116,0.49,50.513,4.56,3.786,0.033,1.371,-0.005,0.011,0.045,0.03,0.033,-0.02,-0.024,0.005,-0.007,-0.006,0.056,2.21,0.012,2.918,0.041,2.447,2017-06-19,capital_goods
AXON,MTOR,2022-06-03,0.686,2.584,0.052,18.931,4.56,3.786,0.53,1.345,-0.03,-0.061,0.013,-0.014,-0.075,0.055,0.103,-0.019,0.015,0.014,-0.015,2.716,0.009,2.507,0.008,2.516,2017-06-19,capital_goods
AXON,MYRG,2022-06-03,0.51,2.533,0.611,-9.433,4.56,3.786,0.082,1.494,0.023,0.014,0.015,0.0,-0.017,0.01,0.009,0.01,0.039,0.02,0.014,2.389,0.04,2.131,0.061,1.915,2017-06-19,capital_goods
AXON,PWR,2022-06-03,0.627,3.33,0.622,0.283,4.56,3.786,0.312,3.136,0.003,-0.018,-0.015,-0.003,0.0,0.002,0.008,0.053,-0.034,-0.051,-0.015,3.479,0.021,3.122,-0.019,3.519,2017-06-19,capital_goods
AXON,RUSHA,2022-06-03,0.667,2.543,0.213,13.838,4.56,3.786,0.187,1.37,-0.008,0.086,0.09,0.11,0.046,-0.011,-0.037,0.043,-0.044,-0.002,0.027,2.233,0.092,1.488,0.11,1.277,2017-06-19,capital_goods
AXON,TRTN,2022-06-03,0.824,2.865,0.238,15.359,4.56,3.786,0.382,2.255,-0.008,0.013,-0.021,0.033,0.075,-0.008,-0.035,-0.076,-0.022,0.063,0.122,1.591,0.046,2.389,0.09,1.926,2017-06-19,capital_goods
AYI,GFF,2022-06-03,0.569,2.877,0.074,11.043,4.56,3.786,0.663,0.709,0.04,0.025,-0.026,-0.083,-0.344,0.076,0.196,0.006,0.139,0.068,0.055,2.003,0.035,2.325,-0.014,3.108,2017-06-19,capital_goods
AZZ,GFF,2022-06-03,0.569,3.809,0.357,5.928,4.56,3.786,0.187,1.027,-0.013,-0.019,-0.01,-0.004,0.115,-0.046,-0.101,0.126,0.054,-0.063,0.052,2.886,0.02,3.455,-0.008,3.957,2017-06-19,capital_goods
BECN,CMCO,2022-06-03,0.863,-3.296,0.47,20.474,4.56,3.786,0.195,-1.736,0.017,-0.016,0.006,-0.002,0.057,-0.051,-0.036,0.0,-0.074,-0.021,-0.038,-3.822,-0.029,-3.698,-0.005,-3.361,2017-06-19,capital_goods
BLDP,GFF,2022-06-03,0.765,3.455,0.254,18.02,4.56,3.786,0.918,1.824,-0.021,-0.004,0.022,-0.001,-0.129,0.015,0.104,-0.005,0.036,0.054,0.119,2.338,0.066,2.832,0.023,3.24,2017-06-19,capital_goods
BLDP,MTOR,2022-06-03,0.843,2.647,0.232,21.676,4.56,3.786,0.858,1.524,-0.006,0.077,-0.045,0.107,0.043,0.019,-0.053,-0.005,0.037,-0.003,-0.008,2.711,-0.0,2.649,-0.009,2.72,2017-06-19,capital_goods
BLDR,FERG,2022-06-03,0.667,-2.858,1.573,47.277,4.56,3.786,0.594,-1.421,0.061,-0.06,-0.09,-0.072,-0.01,0.033,0.002,0.022,0.079,0.066,0.005,-2.767,-0.007,-3.001,0.026,-2.333,2017-06-19,capital_goods
BLDR,GFF,2022-06-03,0.941,2.521,0.157,15.27,4.56,3.786,0.251,0.604,-0.017,0.011,0.012,-0.003,-0.139,0.014,0.094,0.003,0.031,0.032,0.074,1.362,0.063,1.538,-0.008,2.642,2017-06-19,capital_goods
BLDR,SWK,2022-06-03,0.608,-2.689,0.781,129.732,4.56,3.786,0.432,-2.307,0.0,0.026,-0.043,0.059,-0.093,0.04,0.049,-0.01,0.099,0.053,0.011,-2.616,-0.149,-3.689,-0.139,-3.622,2017-06-19,capital_goods
BLNK,CAT,2022-06-03,0.804,2.673,2.302,124.262,4.56,3.786,0.753,0.876,0.007,0.033,-0.022,-0.014,-0.099,0.021,0.063,0.059,0.102,-0.0,0.2,0.403,0.206,0.334,0.191,0.509,2017-06-19,capital_goods
BLNK,GFF,2022-06-03,1.0,3.905,0.181,18.145,4.56,3.786,0.704,1.018,0.002,-0.007,0.045,0.022,-0.021,0.0,0.023,-0.019,-0.041,0.037,0.124,2.421,0.088,2.844,0.042,3.405,2017-06-19,capital_goods
BLNK,MTOR,2022-06-03,0.922,2.701,0.171,21.694,4.56,3.786,0.841,1.225,-0.042,-0.001,0.042,-0.033,-0.043,0.002,0.055,-0.001,-0.015,0.027,-0.001,2.711,0.021,2.517,0.008,2.633,2017-06-19,capital_goods
BLNK,TRTN,2022-06-03,0.745,2.654,0.635,30.993,4.56,3.786,0.963,1.816,-0.025,0.028,-0.005,-0.015,-0.091,0.05,0.05,-0.045,0.042,0.071,0.18,1.132,0.068,2.076,0.099,1.818,2017-06-19,capital_goods
CAT,CMCO,2022-06-03,0.667,-3.035,0.147,15.678,4.56,3.786,0.425,-1.289,-0.015,-0.048,-0.034,-0.058,0.003,0.016,-0.002,-0.014,0.01,0.007,0.005,-2.961,0.046,-2.326,0.017,-2.775,2017-06-19,capital_goods
CAT,GFF,2022-06-03,0.98,2.852,0.078,8.44,4.56,3.786,0.305,0.395,-0.033,0.004,0.02,0.013,0.013,-0.052,-0.066,0.036,-0.057,-0.074,0.007,2.705,-0.021,3.286,-0.048,3.85,2017-06-19,capital_goods
CAT,LNN,2022-06-03,0.824,-2.566,0.676,8.576,4.56,3.786,0.017,-0.672,-0.039,-0.002,0.006,-0.037,0.013,-0.014,-0.039,0.025,0.011,0.006,0.125,0.814,0.193,2.673,0.189,2.571,2017-06-19,capital_goods
CAT,SWK,2022-06-03,0.804,-3.752,0.503,76.892,4.56,3.786,0.078,-3.321,-0.049,0.003,0.014,0.027,0.043,-0.053,-0.049,0.019,-0.102,-0.101,0.096,-2.649,-0.008,-3.849,-0.037,-4.179,2017-06-19,capital_goods
CMCO,GFF,2022-06-03,0.608,5.114,0.414,4.849,4.56,3.786,0.345,1.726,-0.02,-0.027,0.02,-0.024,-0.008,-0.006,0.028,0.023,0.003,-0.032,0.029,4.59,0.019,4.762,-0.025,5.575,2017-06-19,capital_goods
CMCO,NPO,2022-06-03,0.588,2.699,2.122,-10.79,4.56,3.786,0.516,2.005,0.002,-0.011,-0.016,-0.02,-0.006,0.025,0.031,-0.042,-0.004,0.034,0.035,2.229,-0.025,3.039,-0.005,2.768,2017-06-19,capital_goods
CMCO,SNA,2022-06-03,0.824,3.242,4.343,2.543,4.56,3.786,0.009,1.686,0.082,0.024,0.029,0.013,-0.018,-0.043,-0.005,0.01,0.034,0.007,-0.024,3.687,-0.036,3.9,-0.038,3.933,2017-06-19,capital_goods
CMI,GFF,2022-06-03,1.0,4.264,0.091,3.777,4.56,3.786,0.519,0.875,-0.024,-0.012,-0.003,-0.026,-0.01,-0.023,-0.002,0.016,0.004,-0.048,0.054,3.046,0.052,3.094,0.021,3.785,2017-06-19,capital_goods
CMI,SWK,2022-06-03,0.863,-3.786,0.67,29.531,4.56,3.786,0.572,-2.441,0.006,0.01,0.033,0.028,-0.051,-0.012,0.071,0.038,0.057,0.059,0.029,-3.284,-0.104,-5.597,-0.121,-5.899,2017-06-19,capital_goods
CNR,TRN,2022-06-03,0.725,-2.839,0.744,14.799,4.56,3.786,0.587,-1.048,0.038,0.064,-0.015,0.062,0.014,-0.005,-0.05,-0.018,0.004,0.035,-0.074,-4.052,-0.003,-2.88,-0.047,-3.6,2017-06-19,capital_goods
CW,TGI,2022-06-03,0.843,-2.894,0.315,-20.942,4.56,3.786,0.289,-0.639,-0.052,-0.01,0.031,0.048,-0.016,-0.001,0.023,-0.036,0.019,-0.013,0.021,-2.476,-0.027,-3.438,-0.047,-3.837,2017-06-19,capital_goods
DCI,SWK,2022-06-03,0.549,-3.603,3.811,-39.821,4.56,3.786,0.452,-1.474,-0.016,-0.028,-0.031,-0.02,-0.032,0.022,-0.01,0.007,0.072,0.013,0.043,-2.555,-0.086,-5.679,-0.067,-5.237,2017-06-19,capital_goods
DE,GFF,2022-06-03,1.0,2.998,0.032,13.157,4.56,3.786,0.415,0.627,-0.008,-0.068,0.005,-0.014,-0.112,0.048,0.134,-0.031,0.063,0.064,0.045,2.242,0.03,2.495,0.019,2.681,2017-06-19,capital_goods
DE,PWR,2022-06-03,0.843,2.929,0.322,-12.921,4.56,3.786,0.376,1.118,0.031,0.021,0.017,0.003,-0.055,0.017,0.046,0.009,0.053,0.038,-0.083,5.249,-0.042,4.109,-0.046,4.2,2017-06-19,capital_goods
DE,SWK,2022-06-03,0.824,-2.977,0.194,109.857,4.56,3.786,0.367,-2.318,0.0,-0.015,-0.02,0.002,0.045,-0.013,-0.04,0.012,-0.067,-0.036,0.056,-2.507,-0.094,-3.765,-0.157,-4.301,2017-06-19,capital_goods
DOOR,GFF,2022-06-03,1.0,4.687,0.144,8.637,4.56,3.786,0.881,0.984,0.036,0.035,-0.01,0.013,0.002,-0.006,0.007,0.032,0.006,-0.001,0.052,3.616,0.035,3.972,-0.03,5.309,2017-06-19,capital_goods
DOOR,SWK,2022-06-03,0.843,-3.619,1.07,65.238,4.56,3.786,0.87,-1.6,0.022,0.016,0.025,0.023,0.007,-0.007,-0.009,-0.012,-0.009,-0.005,0.049,-2.873,-0.086,-4.94,-0.058,-4.514,2017-06-19,capital_goods
DOV,GFF,2022-06-03,1.0,3.844,0.105,8.286,4.56,3.786,0.266,1.161,0.008,0.035,0.002,0.049,0.017,-0.021,-0.049,0.018,-0.01,-0.028,0.066,2.683,0.039,3.16,0.005,3.759,2017-06-19,capital_goods
DY,GFF,2022-06-03,0.647,2.557,0.148,11.829,4.56,3.786,0.236,0.367,0.031,-0.035,-0.011,0.017,-0.032,0.006,0.049,-0.072,-0.024,0.032,0.08,1.1,0.074,1.207,0.061,1.433,2017-06-19,capital_goods
EME,GFF,2022-06-03,0.902,3.607,0.143,7.921,4.56,3.786,0.532,0.942,0.025,0.019,0.035,-0.006,0.075,-0.061,-0.088,0.059,-0.079,-0.08,0.075,2.237,0.063,2.448,0.045,2.773,2017-06-19,capital_goods
EME,WIRE,2022-06-03,0.51,2.747,1.077,-28.565,4.56,3.786,0.009,2.12,0.01,0.001,-0.001,-0.011,-0.012,-0.003,-0.013,0.056,-0.026,-0.029,0.124,0.989,0.089,1.483,0.075,1.68,2017-06-19,capital_goods
EMR,GFF,2022-06-03,0.745,3.398,0.199,6.124,4.56,3.786,0.356,0.681,-0.06,0.03,0.033,0.04,-0.05,-0.01,0.067,-0.003,0.011,0.003,0.043,2.517,0.035,2.678,-0.018,3.762,2017-06-19,capital_goods
ENS,GFF,2022-06-03,0.647,4.436,0.237,4.062,4.56,3.786,0.0,1.972,-0.008,-0.011,-0.016,-0.015,0.004,0.01,0.007,-0.002,-0.01,0.016,0.042,3.707,0.041,3.727,-0.018,4.752,2017-06-19,capital_goods
ERII,GFF,2022-06-03,0.882,2.544,0.579,13.351,4.56,3.786,0.469,0.469,0.032,0.017,-0.037,-0.023,-0.186,0.044,0.1,-0.029,0.086,0.039,0.065,1.453,0.061,1.523,0.036,1.931,2017-06-19,capital_goods
ERII,ITT,2022-06-03,0.765,-2.851,2.77,35.173,4.56,3.786,0.357,-1.147,-0.04,0.028,-0.018,0.1,-0.012,-0.011,-0.005,0.001,-0.026,-0.029,-0.007,-2.985,-0.009,-3.03,-0.048,-3.771,2017-06-19,capital_goods
ESE,GFF,2022-06-03,0.725,3.584,0.132,10.093,4.56,3.786,0.029,2.4,0.022,-0.038,-0.084,-0.008,0.002,-0.002,-0.011,0.024,0.011,-0.04,0.102,2.47,0.083,2.674,0.06,2.931,2017-06-19,capital_goods
ETN,GFF,2022-06-03,0.941,3.444,0.098,10.166,4.56,3.786,0.183,0.774,-0.12,-0.04,0.029,0.013,-0.033,-0.022,0.012,0.047,0.037,-0.031,0.067,2.229,0.059,2.366,0.012,3.217,2017-06-19,capital_goods
ETN,LECO,2022-06-03,0.784,2.707,0.71,24.501,4.56,3.786,0.159,0.461,0.005,-0.014,-0.031,-0.013,0.01,-0.022,-0.03,0.023,-0.007,-0.041,0.026,1.455,0.007,2.39,-0.001,2.732,2017-06-19,capital_goods
ETN,PWR,2022-06-03,0.627,3.517,0.954,-38.807,4.56,3.786,0.121,2.047,0.029,-0.018,-0.001,0.021,0.013,-0.031,-0.021,-0.015,0.008,0.01,-0.034,4.424,0.014,3.157,-0.052,4.909,2017-06-19,capital_goods
ETN,TRTN,2022-06-03,0.686,2.614,0.375,-0.784,4.56,3.786,0.274,1.448,-0.007,0.002,0.02,-0.012,-0.023,0.004,0.016,-0.029,0.051,0.013,0.072,0.886,0.034,1.8,0.035,1.768,2017-06-19,capital_goods
FAST,GFF,2022-06-03,0.961,2.954,0.307,7.891,4.56,3.786,0.135,0.712,0.021,0.002,0.003,-0.001,0.002,0.015,0.012,0.003,0.013,0.025,0.062,1.831,0.028,2.451,-0.006,3.07,2017-06-19,capital_goods
FAST,ROK,2022-06-03,0.745,-3.466,5.377,-3.771,4.56,3.786,0.138,-2.152,-0.044,0.011,0.005,0.003,-0.023,0.0,0.009,0.02,-0.053,-0.06,0.007,-3.277,0.089,-1.181,0.077,-1.492,2017-06-19,capital_goods
FCEL,GFF,2022-06-03,0.569,3.409,0.449,19.104,4.56,3.786,0.447,1.378,0.011,0.051,-0.017,0.01,0.045,-0.002,0.015,-0.045,0.033,0.057,0.123,2.166,0.054,2.867,0.021,3.195,2017-06-19,capital_goods
FCEL,MTOR,2022-06-03,0.686,2.671,0.494,22.226,4.56,3.786,0.687,1.364,0.031,-0.011,-0.031,0.092,-0.016,-0.029,-0.018,0.01,-0.031,-0.006,-0.005,2.715,-0.011,2.766,-0.011,2.764,2017-06-19,capital_goods
FELE,GFF,2022-06-03,0.804,3.749,0.21,7.543,4.56,3.786,0.396,0.872,-0.038,0.042,0.031,0.065,-0.028,0.006,0.031,-0.043,0.043,0.007,0.08,2.135,0.106,1.616,0.059,2.563,2017-06-19,capital_goods
FELE,LECO,2022-06-03,0.647,2.672,1.465,9.397,4.56,3.786,0.029,0.959,0.016,-0.026,-0.037,-0.007,0.033,-0.016,-0.041,0.0,-0.016,-0.035,0.049,0.672,0.074,-0.309,0.064,0.07,2017-06-19,capital_goods
FELE,RUSHA,2022-06-03,0.627,2.566,0.682,-7.105,4.56,3.786,0.102,0.295,-0.018,-0.032,0.051,-0.051,0.018,0.024,-0.04,0.047,0.015,-0.021,0.026,1.638,0.139,-2.409,0.117,-1.627,2017-06-19,capital_goods
FELE,SHYF,2022-06-03,0.51,-3.876,0.758,-23.276,4.56,3.786,0.02,-0.848,-0.025,-0.023,0.047,0.041,-0.015,-0.052,0.0,-0.003,-0.04,-0.012,-0.04,-5.024,-0.111,-7.064,-0.091,-6.502,2017-06-19,capital_goods
FELE,TRTN,2022-06-03,0.804,2.849,0.781,-9.174,4.56,3.786,0.058,1.278,-0.02,0.033,0.06,0.031,-0.003,0.015,0.025,-0.045,-0.04,0.021,0.094,0.528,0.104,0.274,0.102,0.316,2017-06-19,capital_goods
FERG,GFF,2022-06-03,0.98,3.992,0.1,10.543,4.56,3.786,0.158,0.884,0.129,-0.037,-0.055,-0.149,0.136,-0.03,-0.1,0.002,-0.041,-0.021,0.074,2.688,0.057,2.981,0.005,3.897,2017-06-19,capital_goods
FERG,GWW,2022-06-03,0.804,3.342,2.404,109.452,4.56,3.786,0.732,1.369,-0.027,0.014,0.042,0.019,0.041,-0.017,-0.046,0.002,-0.019,-0.015,0.003,3.265,-0.041,4.421,-0.095,5.86,2017-06-19,capital_goods
FERG,HUBB,2022-06-03,0.608,2.891,0.929,55.41,4.56,3.786,0.575,0.481,-0.009,0.011,0.05,0.008,0.015,-0.003,-0.032,-0.004,-0.001,-0.005,0.004,2.765,-0.049,4.477,-0.06,4.823,2017-06-19,capital_goods
FERG,LECO,2022-06-03,0.98,3.284,0.706,29.387,4.56,3.786,0.326,0.548,-0.045,-0.043,-0.031,-0.076,0.014,0.026,0.005,-0.019,-0.054,0.004,0.036,2.172,0.001,3.268,-0.011,3.63,2017-06-19,capital_goods
FERG,MLI,2022-06-03,0.627,3.325,0.324,1.813,4.56,3.786,0.135,2.222,-0.04,-0.012,0.003,0.056,0.06,0.016,-0.036,-0.009,-0.01,0.048,0.009,3.134,-0.094,5.261,-0.089,5.163,2017-06-19,capital_goods
FERG,PWR,2022-06-03,0.804,3.806,0.94,-31.358,4.56,3.786,0.132,2.747,0.009,0.036,0.058,0.062,-0.023,0.0,0.037,-0.071,-0.043,0.006,-0.027,4.324,0.006,3.683,-0.07,5.136,2017-06-19,capital_goods
FERG,RUSHA,2022-06-03,0.784,3.088,0.328,2.33,4.56,3.786,0.378,0.52,-0.086,-0.009,0.03,0.019,-0.008,-0.028,-0.011,0.033,0.092,-0.033,0.007,2.891,0.066,1.359,0.04,2.043,2017-06-19,capital_goods
FERG,RUSHB,2022-06-03,0.51,3.706,0.308,1.756,4.56,3.786,0.4,0.564,-0.014,-0.018,-0.011,0.028,-0.018,0.014,0.01,-0.034,0.054,0.056,-0.043,4.824,-0.015,4.097,-0.013,4.054,2017-06-19,capital_goods
FERG,SWK,2022-06-03,0.549,-2.652,0.657,88.651,4.56,3.786,0.005,-1.61,-0.011,0.013,0.018,0.004,-0.062,-0.001,0.025,0.005,0.06,0.015,0.015,-2.506,-0.13,-3.914,-0.13,-3.917,2017-06-19,capital_goods
FERG,TRTN,2022-06-03,0.902,3.354,0.376,1.474,4.56,3.786,0.352,1.713,-0.004,-0.03,-0.006,-0.069,0.007,-0.011,0.027,0.003,-0.01,-0.002,0.085,1.619,0.029,2.754,0.026,2.818,2017-06-19,capital_goods
FIX,GFF,2022-06-03,0.51,2.555,0.159,11.65,4.56,3.786,0.233,0.44,0.029,-0.039,0.011,-0.057,-0.054,-0.01,0.032,0.014,-0.011,-0.01,0.07,1.249,0.076,1.133,0.049,1.645,2017-06-19,capital_goods
FSS,GFF,2022-06-03,1.0,4.502,0.667,-1.143,4.56,3.786,0.327,0.771,-0.004,-0.075,-0.015,-0.094,0.051,-0.057,-0.016,0.061,-0.054,-0.061,0.057,2.974,0.098,1.89,0.054,3.064,2017-06-19,capital_goods
GFF,GGG,2022-06-03,0.549,-3.022,2.337,11.374,4.56,3.786,0.027,-1.451,-0.018,0.027,0.049,0.005,-0.036,0.021,0.044,-0.048,0.024,0.042,0.046,-2.204,0.058,-1.993,0.011,-2.821,2017-06-19,capital_goods
GFF,HON,2022-06-03,0.627,-2.949,5.831,58.146,4.56,3.786,0.04,-0.983,0.039,0.032,0.016,0.018,0.009,-0.017,0.015,-0.008,-0.042,0.007,0.009,-2.763,0.023,-2.459,-0.008,-3.131,2017-06-19,capital_goods
GFF,IEX,2022-06-03,0.627,-3.358,5.699,63.461,4.56,3.786,0.006,-0.805,-0.039,-0.004,0.029,-0.025,0.005,-0.014,-0.007,-0.001,-0.054,-0.054,0.038,-2.451,0.07,-1.689,0.025,-2.769,2017-06-19,capital_goods
GFF,ITT,2022-06-03,0.706,-3.804,3.267,3.905,4.56,3.786,0.007,-1.493,0.018,-0.017,0.037,-0.038,-0.02,-0.021,0.019,0.047,-0.041,-0.078,0.036,-3.109,0.049,-2.859,0.001,-3.785,2017-06-19,capital_goods
