ticker_x,ticker_y,trade_date,adf_pass_rate,last_residual,beta,intercept,residual_mean_max,residual_quantile,betas_rsquared,arima_forecast,corr_smb,corr_hml,corr_rmw,corr_cma,corr_vix,corr_oil,corr_sp500,corr_usd,corr_yield,corr_copper,return_one_month,residual_one_month,return_two_month,residual_two_month,return_three_month,residual_three_month,data_window_start,subindustry
BKNG,JACK,2022-06-03,0.941,-2.855,0.045,-5.711,3.883,3.632,0.335,-0.723,0.007,0.002,-0.012,0.032,-0.083,0.0,0.014,0.021,0.032,0.005,0.085,-1.417,0.12,-0.833,0.187,0.309,2017-06-19,consumer_services
CAKE,MAR,2022-06-03,0.51,2.613,1.63,68.681,3.883,3.632,0.985,2.195,-0.021,-0.012,0.047,-0.004,-0.044,-0.002,0.023,-0.005,-0.013,0.018,0.14,1.075,0.055,2.012,0.082,1.707,2017-06-19,consumer_services
CHH,SCI,2022-06-03,0.765,2.846,0.403,7.798,3.883,3.632,0.522,0.364,-0.03,-0.045,-0.05,-0.043,-0.069,0.021,0.066,-0.029,0.015,0.031,-0.059,4.853,-0.006,3.036,0.017,2.272,2017-06-19,consumer_services
DRI,MAR,2022-06-03,0.51,2.592,0.89,29.188,3.883,3.632,0.851,1.021,-0.026,-0.041,-0.065,-0.159,0.006,0.016,-0.001,0.026,0.039,-0.001,0.108,0.203,0.055,1.382,0.069,1.057,2017-06-19,consumer_services
EVRI,SCI,2022-06-03,0.843,2.974,1.37,31.174,3.883,3.632,0.784,1.159,-0.034,0.065,0.028,0.065,-0.031,-0.012,0.021,0.034,0.077,0.007,-0.008,3.117,0.089,1.3,0.103,1.032,2017-06-19,consumer_services
EXPE,MAR,2022-06-03,0.765,3.25,0.618,49.684,3.883,3.632,0.592,1.62,0.01,0.037,-0.02,0.01,0.018,-0.041,-0.014,-0.022,-0.01,-0.0,0.061,2.083,-0.01,3.44,0.008,3.09,2017-06-19,consumer_services
GHC,HRB,2022-06-03,0.863,4.795,0.033,2.099,3.883,3.632,0.957,0.253,0.012,0.0,-0.016,-0.007,0.023,-0.008,0.001,0.03,-0.029,-0.012,-0.048,5.752,-0.084,6.469,-0.19,8.608,2017-06-19,consumer_services
GHC,SIX,2022-06-03,0.51,-3.075,0.093,-13.936,3.883,3.632,0.597,-0.427,-0.022,-0.012,0.02,-0.031,0.017,-0.024,-0.033,0.035,-0.037,-0.045,-0.03,-3.689,-0.041,-3.925,-0.023,-3.553,2017-06-19,consumer_services
HRB,RCL,2022-06-03,0.549,-2.935,2.323,33.795,3.883,3.632,0.003,-2.206,0.028,-0.01,-0.0,-0.023,-0.026,0.055,0.085,-0.072,0.076,0.083,-0.181,-4.158,-0.187,-4.201,-0.257,-4.675,2017-06-19,consumer_services
HRB,SIX,2022-06-03,0.686,-3.888,1.6,4.37,3.883,3.632,0.105,-3.495,0.064,0.026,0.005,-0.026,-0.087,0.005,0.043,0.037,0.06,-0.021,-0.1,-4.947,-0.137,-5.332,-0.244,-6.464,2017-06-19,consumer_services
SBUX,SCI,2022-06-03,0.627,2.995,0.349,18.141,3.883,3.632,0.187,0.516,-0.134,-0.045,0.045,0.062,-0.287,0.101,0.17,-0.04,0.106,0.131,0.006,2.928,0.088,1.956,0.107,1.737,2017-06-19,consumer_services
CRI,SHOO,2022-06-03,0.529,2.582,0.653,-25.386,2.915,2.929,0.354,1.275,0.028,-0.021,-0.018,-0.038,-0.023,0.185,0.059,-0.041,0.0,-0.027,0.02,2.206,0.095,0.837,0.067,1.36,2017-06-19,consumer_durables_and_apparel
GIL,UAA,2022-06-03,0.706,-2.57,0.498,3.296,2.915,2.929,0.76,-1.096,0.038,0.019,-0.039,0.019,0.054,-0.002,-0.004,0.016,-0.046,0.002,-0.018,-2.726,-0.057,-3.063,-0.079,-3.261,2017-06-19,consumer_durables_and_apparel
GRBK,HELE,2022-06-03,0.627,-3.267,4.481,116.724,2.915,2.929,0.29,-0.26,-0.06,-0.056,-0.031,-0.108,-0.038,-0.063,0.03,-0.062,-0.002,0.082,0.018,-2.888,-0.245,-8.289,-0.181,-6.967,2017-06-19,consumer_durables_and_apparel
GRBK,MDC,2022-06-03,0.549,-2.592,1.303,17.895,2.915,2.929,0.518,-1.093,-0.014,0.008,-0.019,0.008,-0.003,0.037,-0.003,-0.028,0.028,0.066,0.019,-2.313,-0.128,-4.505,-0.086,-3.879,2017-06-19,consumer_durables_and_apparel
GRBK,NKE,2022-06-03,0.706,-2.579,4.104,48.025,2.915,2.929,0.355,-0.508,0.063,0.007,-0.056,-0.044,-0.023,0.011,-0.017,0.036,0.001,-0.001,-0.013,-2.847,-0.122,-5.145,-0.052,-3.683,2017-06-19,consumer_durables_and_apparel
GRBK,WHR,2022-06-03,0.941,-2.557,5.901,67.839,2.915,2.929,0.437,-0.293,-0.0,-0.025,-0.066,-0.062,-0.018,0.009,-0.018,0.008,0.018,0.007,0.01,-2.323,-0.117,-5.248,-0.053,-3.789,2017-06-19,consumer_durables_and_apparel
AEG,LNC,2022-06-03,0.745,-2.76,12.942,1.959,3.539,3.51,0.406,-0.808,-0.026,-0.03,0.018,0.014,-0.022,-0.027,-0.001,0.069,-0.013,-0.1,0.057,-1.384,0.035,-1.916,0.011,-2.487,2017-06-19,insurance
ALL,WRB,2022-06-03,0.569,2.695,0.44,-0.581,3.539,3.51,0.316,1.921,0.024,0.013,0.035,0.036,0.041,-0.011,-0.035,0.102,-0.002,-0.096,0.013,2.354,0.007,2.506,0.008,2.49,2017-06-19,insurance
ESGR,MET,2022-06-03,0.804,2.957,0.304,-13.488,3.539,3.51,0.069,0.243,0.008,-0.035,-0.068,-0.05,-0.018,0.026,0.003,0.03,0.064,-0.036,-0.001,2.977,-0.049,4.587,-0.057,4.823,2017-06-19,insurance
FAF,WRB,2022-06-03,0.549,3.671,0.619,11.107,3.539,3.51,0.728,0.385,0.013,-0.001,0.003,0.003,0.003,0.093,-0.0,0.046,-0.005,-0.011,-0.017,3.974,0.055,2.682,0.009,3.501,2017-06-19,insurance
FNF,HIG,2022-06-03,0.765,2.586,1.612,-7.724,3.539,3.51,0.378,0.655,0.003,0.035,0.03,-0.0,-0.008,0.012,0.002,-0.011,-0.025,-0.048,-0.009,2.857,0.027,1.799,0.024,1.869,2017-06-19,insurance
GL,WTM,2022-06-03,0.529,2.702,8.543,257.789,3.539,3.51,0.508,0.381,-0.019,0.017,0.065,0.025,0.009,-0.025,0.001,0.029,-0.022,-0.05,0.0,2.7,0.014,2.254,-0.049,4.319,2017-06-19,insurance
L,LNC,2022-06-03,0.549,-3.247,1.328,-12.141,3.539,3.51,0.842,-1.774,-0.021,0.024,0.035,0.022,0.037,-0.033,-0.057,0.014,-0.024,-0.054,-0.005,-3.366,0.036,-2.328,0.02,-2.746,2017-06-19,insurance
LNC,MKL,2022-06-03,0.941,2.587,8.418,694.051,3.539,3.51,0.861,0.891,0.0,-0.016,-0.015,-0.064,-0.006,-0.014,-0.004,-0.005,0.031,-0.064,0.003,2.525,0.068,1.092,0.064,1.172,2017-06-19,insurance
MCY,TRV,2022-06-03,0.588,2.764,2.373,23.819,3.539,3.51,0.749,2.114,-0.047,-0.016,0.008,0.017,0.039,-0.01,-0.027,0.029,-0.006,-0.038,-0.01,2.975,-0.071,4.288,-0.084,4.575,2017-06-19,insurance
PGR,WTW,2022-06-03,0.784,-2.774,1.166,107.389,3.539,3.51,0.186,-0.649,0.051,0.017,0.01,-0.037,-0.014,0.053,0.083,-0.071,0.071,0.061,-0.014,-3.099,0.02,-2.292,-0.014,-3.109,2017-06-19,insurance
PRI,RLI,2022-06-03,0.725,3.51,0.506,28.265,3.539,3.51,0.81,1.592,-0.019,0.027,0.08,0.046,-0.009,0.017,0.0,0.031,0.079,0.039,0.008,3.334,0.071,1.867,0.05,2.356,2017-06-19,insurance
ALK,JBLU,2022-06-03,0.706,-2.817,0.268,0.79,3.255,3.056,0.908,-1.152,-0.064,-0.009,0.013,-0.027,-0.005,-0.039,-0.002,0.002,-0.01,-0.003,-0.003,-2.875,-0.054,-3.865,-0.061,-4.003,2017-06-19,transportation
CPA,OMAB,2022-06-03,0.882,2.511,0.38,18.904,3.255,3.056,0.001,0.76,-0.013,-0.0,-0.014,-0.013,0.008,-0.024,0.001,0.089,-0.039,-0.07,0.075,1.294,0.064,1.471,0.067,1.426,2017-06-19,transportation
DAC,SBLK,2022-06-03,0.725,3.289,0.228,6.17,3.255,3.056,0.852,0.901,0.03,-0.002,-0.04,-0.037,-0.007,-0.004,0.001,-0.003,-0.001,0.011,0.103,0.903,0.102,0.919,0.173,-0.728,2017-06-19,transportation
HUBG,SAIA,2022-06-03,0.608,-2.641,5.818,-172.271,3.255,3.056,0.129,-0.443,-0.029,0.029,0.052,0.034,-0.016,0.004,0.026,-0.012,-0.014,0.011,0.038,-1.62,0.02,-2.111,-0.01,-2.911,2017-06-19,transportation
JBLU,OMAB,2022-06-03,0.784,2.824,1.721,22.063,3.255,3.056,0.462,1.627,0.001,0.02,0.002,-0.004,-0.045,0.007,0.028,0.049,0.036,-0.016,0.07,2.008,0.015,2.649,0.008,2.731,2017-06-19,transportation
KEX,SKYW,2022-06-03,0.725,-2.571,0.671,1.978,3.255,3.056,0.968,-1.936,-0.01,0.006,0.054,-0.014,-0.001,0.003,0.008,-0.003,-0.018,0.015,0.038,-2.241,0.03,-2.314,-0.06,-3.086,2017-06-19,transportation
CBZ,RELX,2022-06-03,1.0,-2.546,0.504,9.979,3.115,3.055,0.125,-0.467,0.005,0.023,-0.008,0.016,-0.011,0.008,0.004,0.017,-0.008,0.001,0.011,-2.185,0.018,-1.945,-0.046,-4.058,2017-06-19,commercial_and_professional_services
CTAS,VRSK,2022-06-03,0.686,-2.612,0.311,76.12,3.115,3.055,0.011,-0.582,0.107,0.05,0.058,-0.049,-0.108,0.017,0.061,-0.023,-0.002,0.027,0.033,-1.632,0.055,-0.979,0.028,-1.767,2017-06-19,commercial_and_professional_services
EFX,WCN,2022-06-03,0.608,2.567,0.323,47.113,3.115,3.055,0.545,0.842,-0.011,0.021,0.017,-0.006,-0.006,-0.005,0.01,0.047,-0.035,-0.01,-0.004,2.691,-0.03,3.43,-0.08,4.84,2017-06-19,commercial_and_professional_services
EXPO,FCN,2022-06-03,0.51,2.86,0.823,55.118,3.115,3.055,0.716,1.553,-0.004,0.029,0.028,0.027,0.017,0.006,-0.002,0.003,-0.008,0.015,-0.073,4.216,0.057,1.804,0.049,1.944,2017-06-19,commercial_and_professional_services
MANT,SRCL,2022-06-03,0.608,-2.992,0.581,16.087,3.115,3.055,0.358,-1.942,0.083,0.008,-0.028,0.005,-0.007,-0.042,0.02,-0.023,-0.059,-0.011,-0.049,-3.69,-0.023,-3.314,-0.003,-3.036,2017-06-19,commercial_and_professional_services
RELX,RSG,2022-06-03,0.706,3.151,5.19,-28.37,3.115,3.055,0.46,0.454,-0.018,0.02,0.077,0.023,-0.014,0.015,0.033,-0.038,-0.012,0.08,-0.005,3.365,0.007,2.821,-0.069,6.287,2017-06-19,commercial_and_professional_services
RSG,TRI,2022-06-03,0.745,-2.666,0.91,-6.182,3.115,3.055,0.202,-1.213,0.031,0.066,-0.029,0.018,-0.027,0.005,0.023,0.018,0.05,0.005,0.031,-1.493,0.04,-1.183,0.006,-2.444,2017-06-19,commercial_and_professional_services
AVY,GPK,2022-06-03,0.725,3.436,0.059,7.322,2.823,3.436,0.571,2.221,-0.02,0.032,0.031,0.013,-0.015,0.019,0.022,-0.02,0.005,0.049,0.023,2.899,0.056,2.099,0.016,3.045,2017-06-19,containers_and_packaging
